ENSG	GeneSymbol	log2FoldChange	padj
ENSG00000163608.13	C3orf17	-0.09	0.972972203685973
ENSG00000163611.10	SPICE1	0.54	0.632840180955686
ENSG00000163617.9	CCDC191	0.249	0.929627264140731
ENSG00000163618.16	CADPS	-1.453	0.836965764580243
ENSG00000163624.5	CDS1	-0.549	0.90622685812824
ENSG00000163625.14	WDFY3	-0.271	0.957852054644848
ENSG00000163626.15	COX18	0.101	0.972625444616831
ENSG00000163629.11	PTPN13	0.297	0.975295297040404
ENSG00000163631.15	ALB	-1.307	0.901372019363546
ENSG00000163633.9	C4orf36	-0.277	0.935097373155704
ENSG00000163634.10	THOC7	-0.206	0.917493413278479
ENSG00000163635.16	ATXN7	-0.573	0.684293150806901
ENSG00000163636.9	PSMD6	-0.34	0.827194327661428
ENSG00000163637.10	PRICKLE2	0.018	0.998117201067154
ENSG00000163638.12	ADAMTS9	-0.648	0.88455617057608
ENSG00000163644.13	PPM1K	-0.609	0.918148898986345
ENSG00000163655.14	GMPS	-0.132	0.963797451096686
ENSG00000163659.11	TIPARP	-0.6	0.847001705567388
ENSG00000163660.10	CCNL1	0.168	0.952242497820828
ENSG00000163661.3	PTX3	-3.243	0.269760882357327
ENSG00000163666.7	HESX1	0.369	0.931926454701778
ENSG00000163673.6	DCLK3	0.785	0.890017677535995
ENSG00000163681.13	SLMAP	-0.111	0.979689701413654
ENSG00000163682.14	RPL9	0.032	0.99721597945701
ENSG00000163683.10	SMIM14	-0.283	0.95983908763956
ENSG00000163684.10	RPP14	-0.249	0.907995129029674
ENSG00000163686.12	ABHD6	-1.964	0.535590051281914
ENSG00000163687.12	DNASE1L3	-2.201	0.678365997377289
ENSG00000163689.17	C3orf67	0.63	0.903127707025533
ENSG00000163694.13	RBM47	-0.2	0.964500473131924
ENSG00000163697.15	APBB2	-0.444	0.903414314962341
ENSG00000163701.17	IL17RE	-0.542	0.90622685812824
ENSG00000163702.17	IL17RC	-0.217	0.937073281864182
ENSG00000163703.16	CRELD1	-0.298	0.903124244384681
ENSG00000163704.10	PRRT3	-0.414	0.910838617381026
ENSG00000163710.6	PCOLCE2	1.854	0.623698005584343
ENSG00000163714.16	U2SURP	0.332	0.83365671169881
ENSG00000163719.17	MTMR14	-0.477	0.731132333971452
ENSG00000163728.9	TTC14	0.526	0.839458663133822
ENSG00000163734.4	CXCL3	2.035	0.612827782283694
ENSG00000163735.6	CXCL5	2.972	0.621114414151632
ENSG00000163738.17	MTHFD2L	0.203	0.951984485472979
ENSG00000163739.4	CXCL1	0.933	0.899743949797366
ENSG00000163743.12	RCHY1	-0.209	0.933182225836718
ENSG00000163746.10	PLSCR2	1.083	0.807313929764071
ENSG00000163749.16	CCDC158	-0.927	0.88820082240986
ENSG00000163751.3	CPA3	-3.643	0.194399762203958
ENSG00000163754.16	GYG1	-0.626	0.689579921132501
ENSG00000163755.7	HPS3	-0.112	0.979689701413654
ENSG00000163762.5	TM4SF18	1.013	0.818128604261034
ENSG00000163781.11	TOPBP1	0.151	0.955892858144607
ENSG00000163785.11	RYK	0.082	0.979689701413654
ENSG00000163788.12	SNRK	-0.548	0.793049611097074
ENSG00000163794.6	UCN	0.167	0.985578772171487
ENSG00000163795.12	ZNF513	0.204	0.929627264140731
ENSG00000163798.12	SLC4A1AP	0.011	0.99721597945701
ENSG00000163803.11	PLB1	-0.362	0.942014766032331
ENSG00000163806.14	SPDYA	0.713	0.678792952126279
ENSG00000163807.5	KIAA1143	-0.058	0.987824373716955
ENSG00000163808.15	KIF15	0.89	0.747016014759409
ENSG00000163811.10	WDR43	0.499	0.716637193191232
ENSG00000163812.12	ZDHHC3	-0.246	0.916457150849013
ENSG00000163814.6	CDCP1	-0.766	0.897447095116341
ENSG00000163815.5	CLEC3B	-1.392	0.719964146844985
ENSG00000163817.14	SLC6A20	-2.774	0.625738947570104
ENSG00000163818.15	LZTFL1	0.245	0.927908730927376
ENSG00000163820.13	FYCO1	-0.616	0.785214492931509
ENSG00000163823.3	CCR1	-1.582	0.507908894107645
ENSG00000163827.11	LRRC2	0.76	0.910121113111785
ENSG00000163832.14	ELP6	-0.16	0.959860533173091
ENSG00000163840.8	DTX3L	-0.813	0.54871080743819
ENSG00000163848.17	ZNF148	-0.211	0.916596188818524
ENSG00000163864.13	NMNAT3	0.767	0.728313351728747
ENSG00000163866.8	SMIM12	-0.865	0.458066356149958
ENSG00000163867.15	ZMYM6	-0.271	0.899618298643651
ENSG00000163870.13	TPRA1	-0.311	0.900760124179656
ENSG00000163872.14	YEATS2	0.108	0.974521024866138
ENSG00000163874.8	ZC3H12A	-0.081	0.990164094155935
ENSG00000163875.14	MEAF6	-0.625	0.578899227102607
ENSG00000163877.9	SNIP1	-0.566	0.668264064134118
ENSG00000163879.10	DNALI1	-0.791	0.848907079907702
ENSG00000163882.8	POLR2H	0.1	0.982442185129749
ENSG00000163884.3	KLF15	-2.563	0.297260102911287
ENSG00000163888.3	CAMK2N2	-2.56	0.357888080268174
ENSG00000163898.8	LIPH	-0.561	0.95352149555741
ENSG00000163900.9	TMEM41A	0.056	0.990493072203147
ENSG00000163902.10	RPN1	-0.237	0.941231147007231
ENSG00000163904.11	SENP2	0.042	0.991903064190285
ENSG00000163909.7	HEYL	-0.667	0.831066515846134
ENSG00000163913.10	IFT122	-0.373	0.903127707025533
ENSG00000163918.9	RFC4	-0.003	0.999405775904437
ENSG00000163923.8	RPL39L	0.156	0.982442185129749
ENSG00000163930.8	BAP1	0.114	0.984483347705939
ENSG00000163931.14	TKT	1.641	0.208347202863198
ENSG00000163932.12	PRKCD	-0.175	0.973197721534724
ENSG00000163933.8	RFT1	-0.246	0.910121113111785
ENSG00000163935.12	SFMBT1	0.199	0.970975616905045
ENSG00000163938.15	GNL3	0.436	0.71747852230076
ENSG00000163939.17	PBRM1	0.595	0.798224269447799
ENSG00000163945.14	UVSSA	0.096	0.987824373716955
ENSG00000163946.12	FAM208A	-0.191	0.945786460159932
ENSG00000163947.10	ARHGEF3	-0.435	0.907054866253379
ENSG00000163950.11	SLBP	-0.163	0.94511202739328
ENSG00000163956.9	LRPAP1	-0.842	0.542420350149429
ENSG00000163959.8	SLC51A	-1.117	0.745469128086573
ENSG00000163960.10	UBXN7	0.011	0.998117201067154
ENSG00000163961.4	RNF168	0.082	0.980964362513958
ENSG00000163964.12	PIGX	-0.323	0.907342355524984
ENSG00000163975.10	MFI2	-1.088	0.807313929764071
ENSG00000163993.6	S100P	4.39	0.282619486387069
ENSG00000163995.17	ABLIM2	-1.305	0.713591612737745
ENSG00000164002.10	EXO5	-0.766	0.587373779022755
ENSG00000164008.12	C1orf50	-0.598	0.712113206755887
ENSG00000164010.12	ERMAP	-0.585	0.768881904497661
ENSG00000164011.16	ZNF691	-0.298	0.929627264140731
ENSG00000164022.15	AIMP1	-0.217	0.963337893034027
ENSG00000164023.13	SGMS2	-1.097	0.754208882570751
ENSG00000164024.10	METAP1	0.049	0.991506962282656
ENSG00000164031.15	DNAJB14	0.167	0.951984485472979
ENSG00000164032.10	H2AFZ	0.091	0.9874729295984
ENSG00000164035.8	EMCN	-1.313	0.548304115695303
ENSG00000164037.15	SLC9B1	-0.287	0.950996259927781
ENSG00000164038.13	SLC9B2	-0.172	0.984768503880626
ENSG00000164039.13	BDH2	0.305	0.946069340469798
ENSG00000164040.15	PGRMC2	-0.123	0.977181771104685
ENSG00000164045.10	CDC25A	0.926	0.711830466246187
ENSG00000164048.12	ZNF589	0.82	0.45109320589082
ENSG00000164050.11	PLXNB1	0.166	0.976774668395755
ENSG00000164051.12	CCDC51	0.003	0.999405775904437
ENSG00000164054.14	SHISA5	-0.278	0.917973526829735
ENSG00000164056.9	SPRY1	-0.265	0.964348759436333
ENSG00000164061.4	BSN	-0.46	0.916045890820661
ENSG00000164062.11	APEH	-0.481	0.731715203113919
ENSG00000164066.11	INTU	0.734	0.821280978410385
ENSG00000164068.14	RNF123	-0.13	0.972374169433838
ENSG00000164070.10	HSPA4L	1.293	0.663335146901874
ENSG00000164073.8	MFSD8	0.271	0.882744912678737
ENSG00000164074.13	ABHD18	0.105	0.979689701413654
ENSG00000164077.12	MON1A	-0.301	0.938553815601574
ENSG00000164078.11	MST1R	0.206	0.984574555390622
ENSG00000164080.12	RAD54L2	0.071	0.986263367826178
ENSG00000164081.11	TEX264	-0.563	0.744903123684572
ENSG00000164082.13	GRM2	-0.773	0.863594641749752
ENSG00000164086.9	DUSP7	-0.353	0.93177404449668
ENSG00000164087.6	POC1A	-0.07	0.991876578494389
ENSG00000164088.16	PPM1M	-0.957	0.640769219371698
ENSG00000164091.10	WDR82	-0.142	0.968689426281986
ENSG00000164096.12	C4orf3	-0.078	0.9849929588497
ENSG00000164099.3	PRSS12	-1.225	0.85967244725616
ENSG00000164104.10	HMGB2	0.415	0.929627264140731
ENSG00000164105.3	SAP30	-0.13	0.987561006754262
ENSG00000164107.8	HAND2	-0.824	0.85967244725616
ENSG00000164109.12	MAD2L1	0.747	0.814409416006141
ENSG00000164111.13	ANXA5	-0.651	0.715732572337789
ENSG00000164114.17	MAP9	-0.49	0.931926454701778
ENSG00000164116.15	GUCY1A3	-1.928	0.393683209565586
ENSG00000164117.11	FBXO8	-0.397	0.842619895930883
ENSG00000164118.11	CEP44	0.176	0.946638815747218
ENSG00000164120.12	HPGD	-2.115	0.699156244787331
ENSG00000164124.9	TMEM144	0.318	0.975045573223923
ENSG00000164125.14	FAM198B	-0.335	0.956367786261301
ENSG00000164128.5	NPY1R	0.758	0.936755092288146
ENSG00000164129.10	NPY5R	1.106	0.910121113111785
ENSG00000164134.11	NAA15	0.133	0.961171527847687
ENSG00000164136.15	IL15	-1.1	0.720972489855594
ENSG00000164142.14	FAM160A1	0.248	0.977449629744104
ENSG00000164144.13	ARFIP1	0.295	0.887513523611405
ENSG00000164151.10	ICE1	-0.111	0.978523836921537
ENSG00000164161.8	HHIP	-0.184	0.989347467575462
ENSG00000164162.11	ANAPC10	-0.161	0.941231147007231
ENSG00000164163.9	ABCE1	0.256	0.910121113111785
ENSG00000164164.14	OTUD4	0.189	0.959647638065988
ENSG00000164167.8	LSM6	-0.147	0.966499521044156
ENSG00000164168.6	TMEM184C	0.172	0.957136976682374
ENSG00000164169.11	PRMT9	-0.204	0.939322728817599
ENSG00000164171.9	ITGA2	-1.283	0.76844779183616
ENSG00000164172.17	MOCS2	-0.605	0.712113206755887
ENSG00000164176.11	EDIL3	-0.46	0.94862050693917
ENSG00000164180.12	TMEM161B	0.142	0.969467315971177
ENSG00000164181.12	ELOVL7	-0.155	0.988467719666183
ENSG00000164182.9	NDUFAF2	-0.354	0.910121113111785
ENSG00000164187.6	LMBRD2	-0.24	0.974521024866138
ENSG00000164188.7	RANBP3L	-1.227	0.803678614463102
ENSG00000164190.15	NIPBL	0.136	0.961046286357347
ENSG00000164197.10	RNF180	-1.005	0.768347763972934
ENSG00000164199.14	ADGRV1	-0.718	0.917973526829735
ENSG00000164209.15	SLC25A46	-0.672	0.598300663923865
ENSG00000164211.11	STARD4	0.28	0.957194964491386
ENSG00000164219.8	PGGT1B	-0.142	0.950122380384479
ENSG00000164220.6	F2RL2	0.851	0.889431049293802
ENSG00000164221.11	CCDC112	-0.465	0.711804960706001
ENSG00000164236.10	ANKRD33B	-1.646	0.764510989700104
ENSG00000164237.7	CMBL	0.436	0.969467315971177
ENSG00000164241.12	C5orf63	0.501	0.861805407952366
ENSG00000164244.19	PRRC1	-0.2	0.946298480695238
ENSG00000164251.4	F2RL1	-0.991	0.801524618908277
ENSG00000164252.11	AGGF1	0.01	0.998117201067154
ENSG00000164253.11	WDR41	-0.237	0.932982672233643
ENSG00000164258.10	NDUFS4	-1.013	0.489314711314484
ENSG00000164266.9	SPINK1	-3.494	0.507594680618855
ENSG00000164283.11	ESM1	-0.1	0.994617878470561
ENSG00000164284.13	GRPEL2	-0.264	0.883166196921181
ENSG00000164287.11	CDC20B	-4.921	0.304889845599456
ENSG00000164291.15	ARSK	-0.427	0.85967244725616
ENSG00000164292.11	RHOBTB3	-0.605	0.916417284117895
ENSG00000164294.12	GPX8	0.644	0.903883827561798
ENSG00000164296.6	TIGD6	-0.312	0.846629121148505
ENSG00000164300.14	SERINC5	0.693	0.812015159887963
ENSG00000164305.16	CASP3	1.23	0.312339199399438
ENSG00000164306.9	PRIMPOL	0.199	0.93361492907436
ENSG00000164307.11	ERAP1	-0.248	0.961171527847687
ENSG00000164308.15	ERAP2	-0.018	0.998591466615811
ENSG00000164309.13	CMYA5	-2.131	0.665892075976094
ENSG00000164318.16	EGFLAM	0.077	0.992146469408355
ENSG00000164323.11	CFAP97	0.486	0.843912588545191
ENSG00000164327.11	RICTOR	0.258	0.917493413278479
ENSG00000164329.12	PAPD4	-0.37	0.70755923984505
ENSG00000164330.15	EBF1	0.067	0.994617878470561
ENSG00000164331.8	ANKRA2	0.056	0.988467719666183
ENSG00000164332.7	UBLCP1	-0.537	0.625750784922442
ENSG00000164338.8	UTP15	-0.111	0.972374169433838
ENSG00000164342.11	TLR3	0.42	0.952176944045438
ENSG00000164344.14	KLKB1	-2.264	0.46794520275972
ENSG00000164346.8	NSA2	-0.416	0.843810885831123
ENSG00000164347.16	GFM2	-0.175	0.972374169433838
ENSG00000164366.3	CCDC127	0.108	0.977181771104685
ENSG00000164379.5	FOXQ1	3.357	0.0608716091263949
ENSG00000164385.7	LINC01600	-1.121	
ENSG00000164398.11	ACSL6	-3.666	0.0873775896408107
ENSG00000164402.12	SEPT8	-0.805	0.571298999967817
ENSG00000164403.13	SHROOM1	-0.412	0.917493413278479
ENSG00000164404.7	GDF9	-0.519	0.896173503506587
ENSG00000164405.9	UQCRQ	-0.89	0.722654921125087
ENSG00000164406.7	LEAP2	-1.571	0.747016014759409
ENSG00000164414.15	SLC35A1	-0.052	0.991023137179418
ENSG00000164430.14	MB21D1	-0.258	0.972374169433838
ENSG00000164440.13	TXLNB	0.848	0.913698121422302
ENSG00000164442.9	CITED2	-0.334	0.951399593541111
ENSG00000164463.11	CREBRF	-0.539	0.700192923197669
ENSG00000164465.17	DCBLD1	-0.017	0.998117201067154
ENSG00000164466.11	SFXN1	-0.465	0.814409416006141
ENSG00000164483.15	SAMD3	-1.942	0.585829467309865
ENSG00000164484.10	TMEM200A	-0.94	0.841850862284961
ENSG00000164488.10	DACT2	1.33	0.856827803106979
ENSG00000164494.10	PDSS2	-0.077	0.987824373716955
ENSG00000164506.13	STXBP5	-0.181	0.979689701413654
ENSG00000164512.16	ANKRD55	-0.652	0.923553971199257
ENSG00000164535.13	DAGLB	-0.127	0.967982758850391
ENSG00000164542.11	KIAA0895	0.276	0.963337893034027
ENSG00000164543.5	STK17A	-1.015	0.697899445436639
ENSG00000164548.9	TRA2A	0.079	0.978645864311012
ENSG00000164574.14	GALNT10	1.08	0.680196343762385
ENSG00000164576.10	SAP30L	-0.331	0.839661248160952
ENSG00000164587.10	RPS14	-0.347	0.919963607918186
ENSG00000164591.12	MYOZ3	0.584	0.911351528611031
ENSG00000164597.12	COG5	0.011	0.998117201067154
ENSG00000164603.10	C7orf60	0.081	0.980991834636687
ENSG00000164604.11	GPR85	-0.253	0.977181771104685
ENSG00000164609.8	SLU7	-0.388	0.744903123684572
ENSG00000164610.7	RP9	0.097	0.982442185129749
ENSG00000164611.11	PTTG1	-0.209	0.980991834636687
ENSG00000164615.4	CAMLG	-0.476	0.791757500444387
ENSG00000164619.7	BMPER	-1.431	0.796609135413842
ENSG00000164620.7	RELL2	-0.347	0.959860533173091
ENSG00000164626.8	KCNK5	-1.35	0.654142524315425
ENSG00000164627.16	KIF6	-1.03	0.80129926904022
ENSG00000164631.17	ZNF12	0.124	0.95983908763956
ENSG00000164638.9	SLC29A4	-0.336	0.975183016318045
ENSG00000164647.7	STEAP1	1.604	0.70755923984505
ENSG00000164649.18	CDCA7L	0.532	0.905697252819337
ENSG00000164654.14	MIOS	-0.102	0.972625444616831
ENSG00000164659.13	KIAA1324L	-0.55	0.93831742491173
ENSG00000164663.12	USP49	0.434	0.846629121148505
ENSG00000164669.11	INTS4P1	-0.489	0.94862050693917
ENSG00000164674.14	SYTL3	-0.815	0.87394802434501
ENSG00000164675.9	IQUB	-2.408	0.39792030155854
ENSG00000164683.15	HEY1	3.103	0.0312240222110229
ENSG00000164684.12	ZNF704	-0.436	0.932871574616364
ENSG00000164687.9	FABP5	0.143	0.987824373716955
ENSG00000164690.6	SHH	-0.727	0.853835828296178
ENSG00000164691.15	TAGAP	-2.983	0.187764765194783
ENSG00000164692.16	COL1A2	-0.113	0.989800324630863
ENSG00000164694.15	FNDC1	-1.067	0.82493782029986
ENSG00000164695.4	CHMP4C	-0.62	0.839381627863046
ENSG00000164707.14	SLC13A4	1.084	0.587373779022755
ENSG00000164713.8	BRI3	-0.755	0.567973321703842
ENSG00000164715.5	LMTK2	0.183	0.968299470625089
ENSG00000164733.19	CTSB	-0.835	0.64739061925665
ENSG00000164736.5	SOX17	-1.002	0.687563717150188
ENSG00000164741.13	DLC1	-0.876	0.792400423945933
ENSG00000164742.13	ADCY1	-1.689	0.624057876523694
ENSG00000164743.4	C8orf48	-1.663	0.704873278343962
ENSG00000164749.10	HNF4G	-1.046	0.813785898899283
ENSG00000164751.13	PEX2	-0.295	0.868032739088686
ENSG00000164754.11	RAD21	0.25	0.936755092288146
ENSG00000164758.6	MED30	-0.302	0.912324171937227
ENSG00000164761.7	TNFRSF11B	-2.057	0.696583078631748
ENSG00000164764.10	SBSPON	0.72	0.903199656651431
ENSG00000164776.8	PHKG1	0.311	0.90622685812824
ENSG00000164778.4	EN2	-2.11	0.799241877870593
ENSG00000164808.15	SPIDR	0.247	0.890486091352215
ENSG00000164815.9	ORC5	-0.02	0.996742725329335
ENSG00000164818.14	DNAAF5	0.0	0.999974671564005
ENSG00000164823.8	OSGIN2	-0.809	0.483033301456676
ENSG00000164825.3	DEFB1	-2.299	0.555389314376199
ENSG00000164828.16	SUN1	0.038	0.993015722293838
ENSG00000164830.16	OXR1	-0.661	0.820229029958135
ENSG00000164841.4	TMEM74	-1.187	0.817036638350561
ENSG00000164845.15	FAM86FP	-1.192	0.503795196441402
ENSG00000164849.8	GPR146	-0.621	0.847001705567388
ENSG00000164850.13	GPER1	0.201	0.984483347705939
ENSG00000164855.14	TMEM184A	-0.335	0.953310783646196
ENSG00000164867.9	NOS3	-0.586	0.831618945790155
ENSG00000164877.17	MICALL2	-0.451	0.818116506566838
ENSG00000164879.6	CA3	0.019	0.998757978576098
ENSG00000164880.14	INTS1	0.327	0.797225849094221
ENSG00000164885.11	CDK5	-0.498	0.832784805444869
ENSG00000164889.11	SLC4A2	-0.413	0.849319265621872
ENSG00000164896.18	FASTK	-0.564	0.766084571956179
ENSG00000164897.11	TMUB1	-0.251	0.934395192781216
ENSG00000164898.11	C7orf55	0.186	0.97355477782439
ENSG00000164902.12	PHAX	-0.179	0.912181345493727
ENSG00000164904.14	ALDH7A1	-0.513	0.876547752661089
ENSG00000164916.10	FOXK1	0.683	0.647677549073191
ENSG00000164919.9	COX6C	-0.79	0.644859311737294
ENSG00000164924.16	YWHAZ	0.06	0.990164094155935
ENSG00000164929.15	BAALC	-2.94	0.473230704316473
ENSG00000164930.10	FZD6	-0.39	0.936755092288146
ENSG00000164932.11	CTHRC1	-0.916	0.865812118247502
ENSG00000164933.10	SLC25A32	-0.455	0.785520987340206
ENSG00000164934.12	DCAF13	-0.029	0.994617878470561
ENSG00000164935.5	DCSTAMP	-1.477	0.725807763849097
ENSG00000164938.12	TP53INP1	-1.367	0.583256004364615
ENSG00000164941.12	INTS8	-0.083	0.982442185129749
ENSG00000164944.10	KIAA1429	-0.511	0.633878258017506
ENSG00000164946.18	FREM1	-2.454	0.408541295348711
ENSG00000164949.6	GEM	-0.399	0.946155069481969
ENSG00000164951.14	PDP1	-1.16	0.67375557049854
ENSG00000164953.14	TMEM67	-0.383	0.924675839594532
ENSG00000164961.14	KIAA0196	-0.065	0.987824373716955
ENSG00000164967.8	RPP25L	-0.362	0.912324171937227
ENSG00000164970.13	FAM219A	-0.37	0.910121113111785
ENSG00000164975.14	SNAPC3	0.161	0.960322765608515
ENSG00000164976.8	KIAA1161	0.526	0.910121113111785
ENSG00000164978.16	NUDT2	-0.818	0.668264064134118
ENSG00000164983.7	TMEM65	-0.174	0.97288345678241
ENSG00000164985.13	PSIP1	-0.118	0.977181771104685
ENSG00000164989.14	CCDC171	-0.333	0.938553815601574
ENSG00000165006.12	UBAP1	-0.401	0.851214946957067
ENSG00000165023.5	DIRAS2	0.473	0.962512844532199
ENSG00000165025.13	SYK	1.093	0.750513034441401
ENSG00000165028.10	NIPSNAP3B	-0.82	0.860873610948867
ENSG00000165029.14	ABCA1	-0.893	0.767139762064714
ENSG00000165030.3	NFIL3	-0.036	0.99721597945701
ENSG00000165046.11	LETM2	-0.452	0.952242497820828
ENSG00000165055.14	METTL2B	0.427	0.711830466246187
ENSG00000165060.10	FXN	-0.22	0.952242497820828
ENSG00000165071.13	TMEM71	-0.215	0.984483347705939
ENSG00000165072.9	MAMDC2	-1.293	0.759607166630655
ENSG00000165092.11	ALDH1A1	-0.695	0.913698121422302
ENSG00000165097.12	KDM1B	0.078	0.987824373716955
ENSG00000165102.13	HGSNAT	-0.68	0.697172441254215
ENSG00000165105.9	RASEF	-0.325	0.953879118027055
ENSG00000165113.11	GKAP1	-0.289	0.930417890301598
ENSG00000165115.13	KIF27	0.278	0.944188078141109
ENSG00000165118.13	C9orf64	-0.042	0.993737741550102
ENSG00000165119.17	HNRNPK	0.058	0.980991834636687
ENSG00000165121.10	RP11-213G2.3	0.161	0.966607069210954
ENSG00000165124.16	SVEP1	-2.275	0.405413549253851
ENSG00000165125.16	TRPV6	-4.139	0.129987455456484
ENSG00000165138.15	ANKS6	0.798	0.476247808519367
ENSG00000165140.8	FBP1	-1.096	0.747016014759409
ENSG00000165152.7	TMEM246	-0.023	0.998117201067154
ENSG00000165156.13	ZHX1	-1.01	0.621114414151632
ENSG00000165168.7	CYBB	-2.99	0.0978899949546627
ENSG00000165169.9	DYNLT3	-0.359	0.94862050693917
ENSG00000165171.9	WBSCR27	0.521	0.931926454701778
ENSG00000165175.14	MID1IP1	-0.011	0.998591466615811
ENSG00000165178.9	NCF1C	-1.543	0.503656939799904
ENSG00000165185.13	KIAA1958	0.902	0.750513034441401
ENSG00000165194.13	PCDH19	-0.663	0.931926454701778
ENSG00000165195.12	PIGA	-0.104	0.979689701413654
ENSG00000165197.4	FIGF	1.256	0.79050819230269
ENSG00000165209.17	STRBP	0.114	0.979689701413654
ENSG00000165215.6	CLDN3	-0.344	0.975758083741914
ENSG00000165219.20	GAPVD1	0.03	0.994681665581023
ENSG00000165233.16	CARD19	-0.043	0.994366705838497
ENSG00000165238.15	WNK2	-1.314	0.772131608853446
ENSG00000165240.16	ATP7A	0.023	0.99721597945701
ENSG00000165244.6	ZNF367	0.206	0.970975616905045
ENSG00000165259.12	HDX	-0.555	0.80129926904022
ENSG00000165264.9	NDUFB6	-0.854	0.510784835045829
ENSG00000165269.11	AQP7	-0.443	0.94711121749388
ENSG00000165271.15	NOL6	0.569	0.771397605142714
ENSG00000165272.13	AQP3	-0.198	0.982285684370689
ENSG00000165275.8	TRMT10B	-0.079	0.987824373716955
ENSG00000165280.14	VCP	-0.275	0.889931013124848
ENSG00000165282.12	PIGO	-0.383	0.892766380708324
ENSG00000165283.14	STOML2	-0.28	0.917953374682363
ENSG00000165288.10	BRWD3	0.038	0.993362241365853
ENSG00000165300.7	SLITRK5	-0.827	0.944188078141109
ENSG00000165304.6	MELK	0.242	0.972625444616831
ENSG00000165309.12	ARMC3	0.026	0.998757978576098
ENSG00000165312.6	OTUD1	-0.545	0.679525380776049
ENSG00000165322.16	ARHGAP12	-0.396	0.884252634254685
ENSG00000165323.14	FAT3	2.858	0.580901459969784
ENSG00000165338.15	HECTD2	-0.223	0.964183312192223
ENSG00000165355.7	FBXO33	0.266	0.918305969214919
ENSG00000165359.13	DDX26B	-1.227	0.621114414151632
ENSG00000165376.9	CLDN2	1.218	0.890017677535995
ENSG00000165389.6	SPTSSA	0.733	0.821280978410385
ENSG00000165392.8	WRN	0.002	0.999421944799129
ENSG00000165406.14	MARCH8	-0.556	0.649220048086669
ENSG00000165410.13	CFL2	-0.812	0.663335146901874
ENSG00000165416.13	SUGT1	0.103	0.975758083741914
ENSG00000165417.10	GTF2A1	0.268	0.919684934485488
ENSG00000165424.6	ZCCHC24	-1.288	0.503558704830461
ENSG00000165434.7	PGM2L1	1.611	0.309442820906126
ENSG00000165443.10	PHYHIPL	-0.766	0.944114430822925
ENSG00000165449.10	SLC16A9	-2.169	0.681144176775684
ENSG00000165457.12	FOLR2	-2.084	0.445602691641138
ENSG00000165458.12	INPPL1	0.329	0.79595184899369
ENSG00000165471.6	MBL2	-2.619	0.829354787088615
ENSG00000165474.5	GJB2	0.569	0.953203211341929
ENSG00000165475.12	CRYL1	-0.963	0.744903123684572
ENSG00000165476.11	REEP3	-0.283	0.944545136989123
ENSG00000165480.14	SKA3	0.963	0.762925468505904
ENSG00000165487.12	MICU2	0.78	0.525671227679063
ENSG00000165490.11	DDIAS	0.984	0.694372336441547
ENSG00000165494.9	PCF11	-0.097	0.977065385518102
ENSG00000165495.14	PKNOX2	-1.845	0.516154967928872
ENSG00000165501.15	LRR1	0.434	0.846951558726089
ENSG00000165502.6	RPL36AL	-0.196	0.967982758850391
ENSG00000165506.13	DNAAF2	0.025	0.995314110056983
ENSG00000165507.8	C10orf10	-2.075	0.326351279075791
ENSG00000165511.6	C10orf25	-0.99	0.659024398535294
ENSG00000165512.4	ZNF22	-0.433	0.850391116879292
ENSG00000165516.9	KLHDC2	-0.242	0.932871574616364
ENSG00000165525.16	NEMF	0.254	0.920292370961534
ENSG00000165526.7	RPUSD4	0.082	0.979689701413654
ENSG00000165527.6	ARF6	-0.075	0.986148561584461
ENSG00000165533.17	TTC8	0.549	0.799439711791562
ENSG00000165555.8	NOXRED1	0.786	0.633878258017506
ENSG00000165568.16	AKR1E2	0.697	0.936755092288146
ENSG00000165572.7	KBTBD6	0.908	0.401373751478384
ENSG00000165591.6	FAAH2	0.082	0.991023137179418
ENSG00000165609.11	NUDT5	-0.453	0.82043153854508
ENSG00000165617.13	DACT1	-0.587	0.903818275522034
ENSG00000165626.15	BEND7	-0.323	0.941402249817156
ENSG00000165629.18	ATP5C1	-1.308	0.237115321945575
ENSG00000165630.12	PRPF18	-0.472	0.619746117886215
ENSG00000165632.7	TAF3	-0.433	0.818116506566838
ENSG00000165633.11	VSTM4	-1.113	0.630311032715148
ENSG00000165637.12	VDAC2	-0.451	0.843810885831123
ENSG00000165644.9	COMTD1	-1.037	0.669386604187363
ENSG00000165646.10	SLC18A2	-1.275	0.703705305307985
ENSG00000165650.10	PDZD8	-0.524	0.912324171937227
ENSG00000165655.15	ZNF503	2.119	0.0154559570054766
ENSG00000165660.7	FAM175B	-0.157	0.944188078141109
ENSG00000165661.14	QSOX2	0.341	0.910121113111785
ENSG00000165669.12	FAM204A	-0.003	0.999405775904437
ENSG00000165671.17	NSD1	-0.042	0.991023137179418
ENSG00000165672.6	PRDX3	0.046	0.993471973174112
ENSG00000165675.15	ENOX2	0.166	0.968346762482424
ENSG00000165678.18	GHITM	-0.307	0.916798727010074
ENSG00000165684.3	SNAPC4	-0.117	0.97974205264001
ENSG00000165685.7	TMEM52B	-2.17	0.34061994558719
ENSG00000165688.10	PMPCA	-0.295	0.927415418747969
ENSG00000165689.15	SDCCAG3	0.306	0.918803600291048
ENSG00000165695.8	AK8	-0.753	0.856227830588564
ENSG00000165698.14	C9orf9	-0.104	0.984922052233985
ENSG00000165699.12	TSC1	0.026	0.99584198939181
